effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed
629,10.1126/science.1189993,"Ackerman, J. M., Nocera, C. C., & Bargh, J. A. (2010). Incidental Haptic Sensations Influence Social Judgments and Decisions. Science, 328(5986), 1712–1715. https://doi.org/10.1126/science.1189993",Incidental Haptic Sensations Influence Social Judgments and Decisions,Social Psychology,social,54.0,0.26111568302638,599.0,0.063,0.19811568302638,mid,"Social Science Replication Project, Science, Nature, Human Behavior",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,failure_dominates,"This ""embodied cognition"" priming effect became a textbook replication-crisis example, now mainly cited as a cautionary non-replication.",failure_dominates,"""Warmth/heavy = trustworthy"" priming study is a textbook cited replication-crisis casualty from the Social Sciences Replication Project.",False,,calibrated full-pool rerun,failure_dominates,confirmed,False
1826,10.1016/j.poetic.2015.07.001,"Black, J. E., & Barnes, J. L. (2015). The effects of reading material on social and non-social cognition. Poetics, 52, 32–43. https://doi.org/10.1016/j.poetic.2015.07.001",The effects of reading material on transportation,Cognitive Psychology,cognitive,60.0,0.3261363455467632,594.0,0.0099995000374968,0.3161368455092663,high,"Fiction , Cognitive ability , Theory of mind",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,This niche narrative-transportation effect and its replication failure are rarely discussed outside specialist cognitive psychology circles.,obscure,"Niche narrative-transportation finding, too specialized in cognitive psychology to have a widely shared default association either way.",False,,calibrated full-pool rerun,obscure,confirmed,False
1884,10.1093/jcr/ucz028,"Huang, F., Wong, V. C., & Wan, E. W. (2019). The Influence of Product Anthropomorphism on Comparative Judgment. Journal of Consumer Research. https://doi.org/10.1093/jcr/ucz028",Consumers will be more likely to use a holistic process (vs. an attribute-by-attribute comparison) to judge anthropomorphized products.,Marketing,marketing,101.0,0.6708203932499369,584.0,0.0499376169438922,0.6208827763060447,high,"anthropomorphism, comparative judgment, absolute strategy, dimension-by-dimension strategy",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,This niche marketing/anthropomorphism finding and its replication failure are known only within specialist consumer-behavior circles.,obscure,"A niche marketing/anthropomorphism finding, too specific and low-profile for either a ""classic effect"" or ""famous failure"" narrative to have formed.",False,,calibrated full-pool rerun,obscure,confirmed,False
1747,10.1037/0096-3445.136.2.289,"Van Boven, L., & Ashworth, L. (2007). Looking forward, looking back: Anticipation is more evocative than retrospection. Journal of Experimental Psychology: General, 136(2), 289–300. https://doi.org/10.1037/0096-3445.136.2.289","Simply adopting a future or past temporal perspective, independent of people’s actual temporal relation to an emotional event, is sufficient to produce more intense emotion during anticipation than during retrospection (hypothetical future ski vacation)",Cognitive Psychology,cognitive,95.0,0.0698291276999138,564.0,-0.0049999375011718,0.064829190198742,mid,"Affective forecasting, anticipation, emotion, memory, simulation",True,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed_A0,True,False,obscure,This narrow effect on hypothetical temporal framing shows minimal citation traction; neither the original nor its null replication is widely discussed.,obscure,"A niche, low-power finding on temporal framing of emotion; too specific and marginal to have entered common researcher lore either way.",False,,"calibrated prompt, A0 anchor-calibration test batch",obscure,confirmed,False
1928,10.1177/0956797614563108,"Kupor, D. M., Laurin, K., & Levav, J. (2015). Anticipating Divine Protection? Reminders of God Can Increase Nonmoral Risk Taking. Psychological Science, 26(4), 374–384. https://doi.org/10.1177/0956797614563108",Implicitly priming God using the scrambled-sentence paradigm increases self-reported risk taking,Social Psychology,social,61.0,0.2758634886606276,556.0,0.0698291276999138,0.2060343609607137,mid,"risk taking, God, religion, risk tolerance",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A niche priming-effect finding, mostly known within replication-crisis social psychology circles, not broader public or scientific discourse.",obscure,"Niche priming study; unlike ego-depletion or power-posing, it never entered general awareness as either finding or replication failure.",False,,calibrated full-pool rerun,obscure,confirmed,False
1814,10.1037/a0023527,"Bargh, J. A., & Shalev, I. (2012). The substitutability of physical and social warmth in daily life. Emotion, 12(1), 154–162. https://doi.org/10.1037/a0023527",People lacking social warmth compensate through physical warmth in the form of hot showers/baths,Social Psychology,social,51.0,0.57,553.0,0.08,0.4899999999999999,high,"unconscious, self-regulation, embodiment, warmth",True,False,NOT_SIMULABLE,SIMULABLE,,A0_calibrated_mandated,True,False,contested,"This embodied-cognition warmth finding is a textbook replication-crisis example, cited both as classic evidence and as a cautionary failure.",failure_dominates,Embodied-warmth/loneliness-showers finding is a textbook cited casualty of the social priming replication crisis.,True,,"calibrated prompt, A0 anchor-calibration test batch",DISAGREE,confirmed,True
2116,10.1016/j.evolhumbehav.2010.05.002,"Navarrete, C. D., McDonald, M. M., Mott, M. L., Cesario, J., & Sapolsky, R. (2010). Fertility and race perception predict voter preference for Barack Obama. Evolution and Human Behavior, 31(6), 394–399. https://doi.org/10.1016/j.evolhumbehav.2010.05.002",,psychology,psych_general,62.0,0.28,545.0,-0.112,0.168,mid,,False,True,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"No effect description or identifying details are provided, so neither account can plausibly have real currency.",obscure,"No effect description or keywords are given, so there is no identifiable finding for any default association to attach to.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
1728,10.1111/j.1467-9280.2007.01961.x,"Valdesolo, P., & DeSteno, D. (2007). Moral Hypocrisy. Psychological Science, 18(8), 689–690. https://doi.org/10.1111/j.1467-9280.2007.01961.x",Individuals perceived their own transgressions to be less objectionable than the same transgression enacted by another person (without altruists in the sample of replication study),Social Psychology,social,74.0,0.4852716953798207,540.0,0.0,0.4852716953798207,high,"Hypocrisy, Morality, Groups, Identity, Minimal groups, Partisanship",True,False,NOT_SIMULABLE,SIMULABLE,,A0_calibrated_mandated,True,False,obscure,This niche hypocrisy sub-finding and its null replication are rarely discussed outside specialist morality-judgment researchers.,obscure,Too niche a sub-finding (specific hypocrisy/moral-transgression paradigm) to have entered common lore either as landmark or as failed-replication poster child.,False,,"calibrated prompt, A0 anchor-calibration test batch",obscure,confirmed,False
1911,10.1037/0021-843x.115.4.798,"Kosson, D. S., Lorenz, A. R., & Newman, J. P. (2006). Effects of comorbid psychopathy on criminal offending and emotion processing in male offenders with antisocial personality disorder. Journal of Abnormal Psychology, 115(4), 798–806. https://doi.org/10.1037/0021-843x.115.4.798",ASPD-only diagnosis predicts greater criminal versatility than controls.,Social Psychology,social,390.0,0.3219027332387024,529.0,0.2055172342864138,0.1163854989522885,mid,"psychopathy, antisocial personality disorder, criminal behavior, personality disorder, cognition",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
716,10.1016/j.jesp.2011.11.012,"DeVoe, S. E., & House, J. (2012). Time, money, and happiness: How does putting a price on time affect our ability to smell the roses? Journal of Experimental Social Psychology, 48(2), 466–474. https://doi.org/10.1016/j.jesp.2011.11.012",we investigate how the impatience that results from placing a price on time impairs individuals' ability to derive happiness from pleasurable experiences.,Social Psychology,social,145.0,0.2190890230020664,520.0,0.0316227766016837,0.1874662464003826,mid,"Time, Money, Impatience, Happiness",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,original_dominates,"The ""putting a price on time"" DeVoe/Pfeffer-style finding is widely cited in psych/behavioral-econ circles; its weak replication remains largely unknown outside specialists.",failure_dominates,"This is the ""putting a price on time undermines savoring"" study, widely cited in the replication-crisis canon of weak social psych effects.",True,,calibrated compressed prompt (finish pass),DISAGREE,review_admitted,True
1642,10.1007/s11199-011-0036-z,"Lane, K. A., Goh, J. X., & Driver-Linn, E. (2011). Implicit Science Stereotypes Mediate the Relationship between Gender and Academic Participation. Sex Roles, 66(3–4), 220–234. https://doi.org/10.1007/s11199-011-0036-z",plans to pursue humanities,Gender Stereotypes,other,165.0,0.2,514.0,0.0866726058667905,0.1133273941332094,mid,implicit association test; implicit stereotypes; gender-science stereotype; gender; stereotypes,False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1100,10.1111/j.1468-0017.2010.01398.x,"BEEBE, J. R., & BUCKWALTER, W. (2010). The Epistemic Side-Effect Effect. Mind &amp; Language, 25(4), 474–498. https://doi.org/10.1111/j.1468-0017.2010.01398.x",epistemic side-effect,Experimental Philosophy,expphil,749.0,0.3470088817920543,514.0,0.3133774542039018,0.0336314275881524,low,experimental philosophy,False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,contested,The epistemic side-effect (Knobe-style) effect is widely discussed with active debate over its robustness and interpretation in x-phi literature.,obscure,Effect and field too niche/generic-labeled for either a discovery or failure narrative to be widely recognized.,True,,calibrated compressed prompt (finish pass),DISAGREE,review_admitted,True
1198,10.1111/j.1744-6570.1999.tb00174.x,"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). THE BIG FIVE PERSONALITY TRAITS, GENERAL MENTAL ABILITY, AND CAREER SUCCESS ACROSS THE LIFE SPAN. Personnel Psychology, 52(3), 621–652. Portico. https://doi.org/10.1111/j.1744-6570.1999.tb00174.x",Intrinsic success is negatively correlated with negative emotionality.,Differential Psychology,personality,194.0,-0.26,512.0,-0.32,-0.06,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1222,10.1509/jppm.16.157,"Cook, L. A., & Sadeghein, R. (2018). Effects of Perceived Scarcity on Financial Decision Making. Journal of Public Policy &amp; Marketing, 37(1), 68–87. https://doi.org/10.1509/jppm.16.157","Unfavorable consumer perceptions and behavioral outcomes will be highest when the triple scarcity effect occurs (i.e., no liquidity, limited lending options, and perceived consequences of loss).",Marketing,marketing,199.0,0.1264911064067351,507.0,0.1378404875209022,-0.011349381114167,low,"resource scarcity, triple scarcity effect, payday loans, lending, financial well-being, Credit, Decision",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
